img_path,dataset
styleclip/real/104200.jpg,real
starganv2/real/68.jpg,real
styleclip/fake/00677.jpg,styleclip
CollabDiff/fake/250/000000_x_0.png,CollabDiff
stargan/fake/fake/966.jpg,stargan
CollabDiff/fake/36/000000_x_0.png,CollabDiff
styleclip/fake/01648.jpg,styleclip
styleclip/fake/02501.jpg,styleclip
MidJourney/MidJourney/fake/13592447708_Single_person_white_female_looking_at_the_camera_fa_58d72097-436d-466e-812b-5e88a81cb398.png,MidJourney
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_6f0c05c7-8566-406c-809f-bb30d6271060.png,MidJourney
whichfaceisreal/fake/272.png,whichfaceisreal
CollabDiff/real/140843.jpg,real
MidJourney/MidJourney/real/15814.jpg,MidJourney
stargan/real/real/1738.jpg,real
styleclip/fake/01609.jpg,styleclip
styleclip/fake/02312.jpg,styleclip
styleclip/real/054983.jpg,real
stargan/fake/fake/1582.jpg,stargan
starganv2/fake/1607.jpg,starganv2
stargan/fake/fake/319.jpg,stargan
styleclip/fake/02731.jpg,styleclip
stargan/real/real/990.jpg,real
styleclip/real/200871.jpg,real
styleclip/real/046318.jpg,real
stargan/fake/fake/948.jpg,stargan
stargan/fake/fake/1562.jpg,stargan
starganv2/fake/114.jpg,starganv2
starganv2/fake/35.jpg,starganv2
MidJourney/MidJourney/fake/13592447708_Single_person_white_female_looking_at_the_camera_fa_24e6fa8a-b454-4613-9073-943d44f522ff.png,MidJourney
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_19508ebc-532c-454e-896a-ade49390db61.png,MidJourney
styleclip/real/072996.jpg,real
starganv2/fake/864.jpg,starganv2
whichfaceisreal/fake/890.png,whichfaceisreal
whichfaceisreal/real/00166.jpeg,real
styleclip/fake/02647.jpg,styleclip
styleclip/real/080558.jpg,real
starganv2/fake/1703.jpg,starganv2
stargan/fake/fake/1011.jpg,stargan
MidJourney/MidJourney/real/56953.jpg,MidJourney
styleclip/fake/02508.jpg,styleclip
MidJourney/MidJourney/fake/13592447708_Single_person_South_Asian_male_looking_at_the_camer_6c7a59fa-afda-457a-9606-682542ed3ca8_04.gif,MidJourney
whichfaceisreal/real/00293.jpeg,real
CollabDiff/fake/759/000000_x_0.png,CollabDiff
MidJourney/MidJourney/fake/13592447708_Caucasian_male_face_face_only_shown_face_close-up_f_863eaf4d-e67a-4603-b654-2609e4e39dfd.png,MidJourney
starganv2/fake/1568.jpg,starganv2
whichfaceisreal/fake/389.png,whichfaceisreal
styleclip/fake/00348.jpg,styleclip
CollabDiff/fake/151/000000_x_0.png,CollabDiff
starganv2/real/670.jpg,real
styleclip/fake/00799.jpg,styleclip
MidJourney/MidJourney/fake/13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_6623e687-1fde-4252-84a3-2bf0362523a6.png,MidJourney
starganv2/real/759.jpg,real
starganv2/fake/450.jpg,starganv2
styleclip/fake/00330.jpg,styleclip
styleclip/fake/00745.jpg,styleclip
starganv2/fake/1260.jpg,starganv2
whichfaceisreal/fake/872.png,whichfaceisreal
styleclip/fake/00435.jpg,styleclip
styleclip/fake/00530.jpg,styleclip
MidJourney/MidJourney/real/36203.jpg,MidJourney
stargan/fake/fake/562.jpg,stargan
MidJourney/MidJourney/fake/13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_eb8dfbd2-5fe3-43a7-b25a-e66c3416b7af.png,MidJourney
starganv2/real/1908.jpg,real
CollabDiff/fake/209/000000_x_0.png,CollabDiff
stargan/real/real/103.jpg,real
starganv2/fake/736.jpg,starganv2
CollabDiff/real/009283.jpg,real
CollabDiff/fake/191/000000_x_0.png,CollabDiff
whichfaceisreal/real/00543.jpeg,real
MidJourney/MidJourney/fake/13592447708_Caucasian_male_face_face_only_shown_face_close-up_f_3a27c282-4fc0-4e0a-8a37-941fde2185bc.png,MidJourney
whichfaceisreal/real/00679.jpeg,real
whichfaceisreal/fake/616.png,whichfaceisreal
styleclip/fake/02783.jpg,styleclip
starganv2/fake/1986.jpg,starganv2
starganv2/fake/203.jpg,starganv2
starganv2/fake/454.jpg,starganv2
whichfaceisreal/real/00085.jpeg,real
stargan/real/real/1975.jpg,real
stargan/real/real/693.jpg,real
starganv2/fake/1153.jpg,starganv2
starganv2/real/746.jpg,real
styleclip/real/020531.jpg,real
whichfaceisreal/fake/495.png,whichfaceisreal
styleclip/fake/02823.jpg,styleclip
stargan/fake/fake/957.jpg,stargan
CollabDiff/fake/909/000000_x_0.png,CollabDiff
whichfaceisreal/real/00926.jpeg,real
stargan/real/real/1362.jpg,real
stargan/fake/fake/1286.jpg,stargan
whichfaceisreal/real/00396.jpeg,real
stargan/fake/fake/368.jpg,stargan
stargan/real/real/1455.jpg,real
CollabDiff/fake/690/000000_x_0.png,CollabDiff
starganv2/fake/187.jpg,starganv2
starganv2/real/472.jpg,real
styleclip/real/025135.jpg,real
stargan/fake/fake/593.jpg,stargan
styleclip/fake/02233.jpg,styleclip
styleclip/real/012889.jpg,real
CollabDiff/fake/769/000000_x_0.png,CollabDiff
starganv2/fake/905.jpg,starganv2
MidJourney/MidJourney/real/27404.jpg,MidJourney
starganv2/fake/1754.jpg,starganv2
starganv2/real/1251.jpg,real
starganv2/real/802.jpg,real
CollabDiff/real/200719.jpg,real
styleclip/real/196552.jpg,real
whichfaceisreal/real/00016.jpeg,real
starganv2/real/12.jpg,real
starganv2/fake/11.jpg,starganv2
stargan/real/real/970.jpg,real
stargan/real/real/795.jpg,real
starganv2/real/1485.jpg,real
MidJourney/MidJourney/real/09219.jpg,MidJourney
styleclip/fake/00954.jpg,styleclip
stargan/fake/fake/1756.jpg,stargan
stargan/real/real/1637.jpg,real
styleclip/fake/00531.jpg,styleclip
starganv2/real/1060.jpg,real
MidJourney/MidJourney/real/48720.jpg,MidJourney
MidJourney/MidJourney/fake/13592447708_Single_person_East_Asian_woman_looking_at_the_camer_7d0b4f3f-86bb-49c5-ae37-6edf2d28b644.png,MidJourney
starganv2/real/330.jpg,real
styleclip/fake/00668.jpg,styleclip
starganv2/real/437.jpg,real
stargan/fake/fake/563.jpg,stargan
stargan/real/real/150.jpg,real
whichfaceisreal/real/00202.jpeg,real
starganv2/real/916.jpg,real
styleclip/fake/01442.jpg,styleclip
CollabDiff/fake/503/000000_x_0.png,CollabDiff
starganv2/real/1272.jpg,real
whichfaceisreal/fake/638.png,whichfaceisreal
MidJourney/MidJourney/real/63004.jpg,MidJourney
stargan/fake/fake/579.jpg,stargan
styleclip/fake/00305.jpg,styleclip
styleclip/fake/02137.jpg,styleclip
CollabDiff/real/044725.jpg,real
CollabDiff/real/014221.jpg,real
styleclip/fake/01731.jpg,styleclip
styleclip/real/084640.jpg,real
starganv2/real/1115.jpg,real
stargan/fake/fake/476.jpg,stargan
CollabDiff/real/012473.jpg,real
stargan/fake/fake/787.jpg,stargan
styleclip/fake/01852.jpg,styleclip
stargan/fake/fake/1017.jpg,stargan
starganv2/fake/1810.jpg,starganv2
styleclip/fake/01092.jpg,styleclip
stargan/real/real/1597.jpg,real
starganv2/real/489.jpg,real
stargan/real/real/681.jpg,real
whichfaceisreal/fake/358.png,whichfaceisreal
stargan/real/real/125.jpg,real
whichfaceisreal/real/00005.jpeg,real
stargan/fake/fake/711.jpg,stargan
stargan/real/real/770.jpg,real
styleclip/fake/02530.jpg,styleclip
stargan/fake/fake/415.jpg,stargan
CollabDiff/fake/480/000000_x_0.png,CollabDiff
stargan/fake/fake/1800.jpg,stargan
whichfaceisreal/real/00317.jpeg,real
whichfaceisreal/real/00514.jpeg,real
styleclip/real/052446.jpg,real
styleclip/fake/00289.jpg,styleclip
whichfaceisreal/real/00924.jpeg,real
CollabDiff/real/178065.jpg,real
starganv2/real/1244.jpg,real
styleclip/fake/02357.jpg,styleclip
styleclip/real/093844.jpg,real
stargan/fake/fake/1403.jpg,stargan
styleclip/fake/01183.jpg,styleclip
styleclip/fake/00328.jpg,styleclip
MidJourney/MidJourney/fake/13592447708_Single_person_South_Asian_female_looking_at_the_cam_82ef0052-0f9c-49e4-87c9-9a1413f2dcd6_01.gif,MidJourney
starganv2/fake/725.jpg,starganv2
starganv2/fake/464.jpg,starganv2
stargan/real/real/1477.jpg,real
styleclip/fake/02245.jpg,styleclip
stargan/real/real/444.jpg,real
whichfaceisreal/real/00688.jpeg,real
styleclip/real/018242.jpg,real
MidJourney/MidJourney/fake/13592447708_Single_person_black_male_looking_at_the_camera_faci_b95777ed-eecf-4d37-8dd0-42d1aaeac21a.png,MidJourney
stargan/real/real/748.jpg,real
starganv2/fake/385.jpg,starganv2
starganv2/fake/262.jpg,starganv2
whichfaceisreal/real/00491.jpeg,real
styleclip/fake/01072.jpg,styleclip
styleclip/real/159735.jpg,real
starganv2/real/447.jpg,real
styleclip/fake/00255.jpg,styleclip
stargan/real/real/1839.jpg,real
starganv2/fake/1561.jpg,starganv2
CollabDiff/fake/115/000000_x_0.png,CollabDiff
starganv2/fake/1277.jpg,starganv2
starganv2/real/1615.jpg,real
styleclip/real/034594.jpg,real
whichfaceisreal/fake/690.png,whichfaceisreal
styleclip/fake/02460.jpg,styleclip
starganv2/fake/883.jpg,starganv2
MidJourney/MidJourney/real/03440.jpg,MidJourney
stargan/fake/fake/1214.jpg,stargan
styleclip/real/164002.jpg,real
whichfaceisreal/fake/723.png,whichfaceisreal
starganv2/real/785.jpg,real
MidJourney/MidJourney/fake/13592447708_Single_person_black_male_looking_at_the_camera_faci_0bb22b5d-f65a-4d12-ac25-307260662e33.png,MidJourney
starganv2/real/1426.jpg,real
styleclip/real/050933.jpg,real
stargan/fake/fake/610.jpg,stargan
starganv2/fake/1307.jpg,starganv2
styleclip/real/058901.jpg,real
stargan/real/real/1035.jpg,real
stargan/fake/fake/794.jpg,stargan
CollabDiff/real/035147.jpg,real
stargan/fake/fake/1043.jpg,stargan
stargan/fake/fake/982.jpg,stargan
whichfaceisreal/fake/372.png,whichfaceisreal
MidJourney/MidJourney/fake/13592447708_Clean_caucasian_female_face_face_only_shown_face_cl_629ce536-5a88-4522-99d8-300ff68626bb.png,MidJourney
whichfaceisreal/fake/465.png,whichfaceisreal
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_male_face_only_face_shown_close-up_df3dfdde-a834-4515-93aa-fa4d35303312.png,MidJourney
starganv2/real/676.jpg,real
stargan/fake/fake/1136.jpg,stargan
CollabDiff/fake/97/000000_x_0.png,CollabDiff
stargan/fake/fake/986.jpg,stargan
CollabDiff/real/004885.jpg,real
starganv2/real/1372.jpg,real
MidJourney/MidJourney/fake/13592447708_Caucasian_male_face_close-up_of_face_studio_lights__7ff22e72-b4c7-41a9-a4bb-a466e11a0291.png,MidJourney
styleclip/fake/01314.jpg,styleclip
styleclip/fake/00388.jpg,styleclip
whichfaceisreal/fake/976.png,whichfaceisreal
styleclip/fake/01114.jpg,styleclip
stargan/fake/fake/1910.jpg,stargan
stargan/fake/fake/1782.jpg,stargan
starganv2/fake/1203.jpg,starganv2
CollabDiff/real/088533.jpg,real
styleclip/fake/00471.jpg,styleclip
CollabDiff/real/070482.jpg,real
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_2133ca8f-fb47-4a7c-98c3-4614bcacf4fb.png,MidJourney
whichfaceisreal/fake/936.png,whichfaceisreal
starganv2/fake/1383.jpg,starganv2
MidJourney/MidJourney/fake/13592447708_south_asian_male_face_face_only_face_close-up_face__88a59cc3-d093-4677-9d69-24888854118a_03.gif,MidJourney
stargan/real/real/156.jpg,real
CollabDiff/fake/380/000000_x_0.png,CollabDiff
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_male_face_face_only_shown_face_clo_32034c31-de8f-4814-9c13-cdf8a5708c5a.png,MidJourney
starganv2/real/105.jpg,real
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_e717d19f-5d5e-4354-b44f-a9ccbaec44ba.png,MidJourney
starganv2/real/1462.jpg,real
starganv2/real/381.jpg,real
starganv2/fake/1425.jpg,starganv2
CollabDiff/fake/761/000000_x_0.png,CollabDiff
stargan/fake/fake/1794.jpg,stargan
stargan/real/real/491.jpg,real
starganv2/real/729.jpg,real
stargan/real/real/1464.jpg,real
MidJourney/MidJourney/real/67819.jpg,MidJourney
styleclip/real/114841.jpg,real
stargan/fake/fake/872.jpg,stargan
styleclip/fake/00567.jpg,styleclip
styleclip/fake/01783.jpg,styleclip
stargan/fake/fake/1518.jpg,stargan
stargan/fake/fake/479.jpg,stargan
MidJourney/MidJourney/fake/13592447708_Single_person_South_Asian_female_looking_at_the_cam_f0066615-2844-46b2-bd07-4415bd825fb5_01.gif,MidJourney
styleclip/real/124549.jpg,real
stargan/fake/fake/1050.jpg,stargan
MidJourney/MidJourney/fake/13592447708_Single_person_black_female_looking_at_the_camera_fa_e92412ad-d7d5-4d54-9fb0-bcbac797dc26.png,MidJourney
whichfaceisreal/fake/469.png,whichfaceisreal
whichfaceisreal/fake/852.png,whichfaceisreal
styleclip/fake/00345.jpg,styleclip
styleclip/fake/00370.jpg,styleclip
stargan/fake/fake/1226.jpg,stargan
stargan/fake/fake/1039.jpg,stargan
styleclip/fake/02764.jpg,styleclip
starganv2/real/295.jpg,real
styleclip/fake/02815.jpg,styleclip
stargan/real/real/162.jpg,real
styleclip/fake/01223.jpg,styleclip
stargan/real/real/728.jpg,real
styleclip/fake/01700.jpg,styleclip
stargan/fake/fake/450.jpg,stargan
stargan/fake/fake/1380.jpg,stargan
stargan/fake/fake/1295.jpg,stargan
styleclip/fake/00919.jpg,styleclip
styleclip/real/041038.jpg,real
stargan/fake/fake/653.jpg,stargan
stargan/real/real/896.jpg,real
stargan/fake/fake/1.jpg,stargan
stargan/real/real/636.jpg,real
MidJourney/MidJourney/real/36256.jpg,MidJourney
CollabDiff/real/072823.jpg,real
stargan/fake/fake/997.jpg,stargan
whichfaceisreal/fake/947.png,whichfaceisreal
styleclip/real/045207.jpg,real
styleclip/real/197373.jpg,real
whichfaceisreal/fake/295.png,whichfaceisreal
styleclip/fake/02757.jpg,styleclip
styleclip/real/046338.jpg,real
MidJourney/MidJourney/real/16671.jpg,MidJourney
starganv2/fake/935.jpg,starganv2
starganv2/fake/1729.jpg,starganv2
styleclip/fake/00526.jpg,styleclip
CollabDiff/fake/324/000000_x_0.png,CollabDiff
whichfaceisreal/real/00144.jpeg,real
starganv2/real/34.jpg,real
whichfaceisreal/fake/329.png,whichfaceisreal
starganv2/fake/1698.jpg,starganv2
stargan/real/real/1700.jpg,real
starganv2/real/81.jpg,real
styleclip/fake/02059.jpg,styleclip
styleclip/fake/00592.jpg,styleclip
starganv2/fake/664.jpg,starganv2
starganv2/fake/1689.jpg,starganv2
styleclip/real/060486.jpg,real
starganv2/real/662.jpg,real
stargan/real/real/716.jpg,real
starganv2/fake/1733.jpg,starganv2
CollabDiff/fake/963/000000_x_0.png,CollabDiff
starganv2/real/665.jpg,real
starganv2/real/884.jpg,real
CollabDiff/real/031773.jpg,real
starganv2/fake/155.jpg,starganv2
stargan/fake/fake/1519.jpg,stargan
stargan/fake/fake/1008.jpg,stargan
styleclip/real/105114.jpg,real
CollabDiff/fake/755/000000_x_0.png,CollabDiff
starganv2/real/1456.jpg,real
stargan/real/real/676.jpg,real
starganv2/real/417.jpg,real
starganv2/real/1771.jpg,real
styleclip/fake/00554.jpg,styleclip
whichfaceisreal/real/00499.jpeg,real
MidJourney/MidJourney/real/06417.jpg,MidJourney
stargan/real/real/415.jpg,real
starganv2/fake/1089.jpg,starganv2
styleclip/fake/02120.jpg,styleclip
styleclip/fake/00184.jpg,styleclip
MidJourney/MidJourney/real/09264.jpg,MidJourney
starganv2/real/888.jpg,real
starganv2/fake/1362.jpg,starganv2
starganv2/fake/766.jpg,starganv2
whichfaceisreal/real/00510.jpeg,real
stargan/fake/fake/896.jpg,stargan
starganv2/real/1460.jpg,real
CollabDiff/fake/320/000000_x_0.png,CollabDiff
stargan/fake/fake/1063.jpg,stargan
styleclip/fake/01910.jpg,styleclip
styleclip/fake/01649.jpg,styleclip
stargan/real/real/1958.jpg,real
stargan/fake/fake/1948.jpg,stargan
styleclip/fake/02302.jpg,styleclip
styleclip/fake/01524.jpg,styleclip
starganv2/fake/362.jpg,starganv2
CollabDiff/real/000904.jpg,real
CollabDiff/fake/973/000000_x_0.png,CollabDiff
styleclip/fake/00036.jpg,styleclip
stargan/real/real/299.jpg,real
whichfaceisreal/real/00349.jpeg,real
styleclip/fake/02396.jpg,styleclip
styleclip/fake/02549.jpg,styleclip
CollabDiff/fake/814/000000_x_0.png,CollabDiff
CollabDiff/fake/212/000000_x_0.png,CollabDiff
stargan/real/real/1402.jpg,real
stargan/fake/fake/1297.jpg,stargan
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_34798928-8602-402b-bf37-a29b989ea351.png,MidJourney
stargan/real/real/218.jpg,real
starganv2/fake/1921.jpg,starganv2
styleclip/fake/02091.jpg,styleclip
CollabDiff/fake/670/000000_x_0.png,CollabDiff
CollabDiff/fake/393/000000_x_0.png,CollabDiff
MidJourney/MidJourney/fake/13592447708_Single_person_East_Asian_male_looking_at_the_camera_8ee8d914-dc3f-4abd-b0b1-40ed942294d4.png,MidJourney
stargan/real/real/1659.jpg,real
stargan/real/real/1587.jpg,real
CollabDiff/real/018834.jpg,real
starganv2/real/1992.jpg,real
styleclip/fake/00427.jpg,styleclip
MidJourney/MidJourney/real/50697.jpg,MidJourney
stargan/fake/fake/1342.jpg,stargan
stargan/real/real/1906.jpg,real
MidJourney/MidJourney/fake/13592447708_Single_person_black_male_looking_at_the_camera_faci_fb6fe696-c4d4-4796-95e7-a8ffc3888b24.png,MidJourney
stargan/fake/fake/1954.jpg,stargan
stargan/real/real/1214.jpg,real
styleclip/fake/01252.jpg,styleclip
CollabDiff/real/187317.jpg,real
CollabDiff/real/069886.jpg,real
starganv2/real/733.jpg,real
whichfaceisreal/fake/728.png,whichfaceisreal
starganv2/real/1642.jpg,real
styleclip/real/161394.jpg,real
styleclip/fake/00076.jpg,styleclip
CollabDiff/real/148295.jpg,real
stargan/fake/fake/1304.jpg,stargan
stargan/real/real/1450.jpg,real
whichfaceisreal/real/00095.jpeg,real
starganv2/fake/1479.jpg,starganv2
starganv2/fake/660.jpg,starganv2
starganv2/fake/1803.jpg,starganv2
starganv2/real/1834.jpg,real
stargan/real/real/479.jpg,real
styleclip/fake/00228.jpg,styleclip
MidJourney/MidJourney/real/38869.jpg,MidJourney
stargan/real/real/1003.jpg,real
starganv2/real/1131.jpg,real
MidJourney/MidJourney/real/06121.jpg,MidJourney
styleclip/real/010881.jpg,real
stargan/real/real/1258.jpg,real
styleclip/fake/00065.jpg,styleclip
starganv2/fake/694.jpg,starganv2
MidJourney/MidJourney/real/14576.jpg,MidJourney
starganv2/fake/1535.jpg,starganv2
CollabDiff/real/045232.jpg,real
styleclip/real/181692.jpg,real
starganv2/fake/1577.jpg,starganv2
whichfaceisreal/fake/471.png,whichfaceisreal
whichfaceisreal/real/00050.jpeg,real
CollabDiff/real/053680.jpg,real
starganv2/fake/1995.jpg,starganv2
MidJourney/MidJourney/fake/13592447708_Single_person_South_Asian_female_looking_at_the_cam_db0a8f2a-29f5-4d7a-a28f-4142d0433cab_04.gif,MidJourney
whichfaceisreal/fake/884.png,whichfaceisreal
CollabDiff/fake/736/000000_x_0.png,CollabDiff
styleclip/fake/01079.jpg,styleclip
starganv2/fake/575.jpg,starganv2
styleclip/fake/00609.jpg,styleclip
styleclip/fake/00632.jpg,styleclip
whichfaceisreal/real/00193.jpeg,real
stargan/real/real/1396.jpg,real
styleclip/fake/02053.jpg,styleclip
styleclip/fake/02335.jpg,styleclip
MidJourney/MidJourney/fake/13592447708_Single_person_white_male_looking_at_the_camera_faci_21dc900c-1b5a-4941-8963-a1dc920f1501.png,MidJourney
MidJourney/MidJourney/fake/13592447708_Clean_East_Asian_female_face_face_only_shown_face_c_11e42201-543c-4c40-b421-409c4e797724.png,MidJourney
styleclip/fake/00353.jpg,styleclip
starganv2/fake/990.jpg,starganv2
starganv2/real/457.jpg,real
styleclip/fake/01714.jpg,styleclip
MidJourney/MidJourney/fake/13592447708_Single_person_South_Asian_male_looking_at_the_camer_2744cae7-35c3-4081-b611-4fdbb9cc4d58_03.gif,MidJourney
whichfaceisreal/fake/935.png,whichfaceisreal
starganv2/real/392.jpg,real
stargan/real/real/1923.jpg,real
stargan/real/real/1305.jpg,real
starganv2/real/935.jpg,real
MidJourney/MidJourney/real/53257.jpg,MidJourney
MidJourney/MidJourney/real/39770.jpg,MidJourney
CollabDiff/real/059757.jpg,real
MidJourney/MidJourney/fake/13592447708_Single_person_white_female_looking_at_the_camera_fa_f3013a9a-f89b-4477-81f0-9eed5ff0b125.png,MidJourney
CollabDiff/fake/910/000000_x_0.png,CollabDiff
stargan/real/real/780.jpg,real
styleclip/fake/00291.jpg,styleclip
stargan/real/real/312.jpg,real
whichfaceisreal/fake/88.png,whichfaceisreal
starganv2/real/1722.jpg,real
starganv2/real/983.jpg,real
CollabDiff/real/071411.jpg,real
whichfaceisreal/fake/784.png,whichfaceisreal
MidJourney/MidJourney/real/08087.jpg,MidJourney
CollabDiff/real/021415.jpg,real
styleclip/fake/00466.jpg,styleclip
styleclip/fake/00008.jpg,styleclip
starganv2/fake/359.jpg,starganv2
stargan/fake/fake/1021.jpg,stargan
stargan/fake/fake/1065.jpg,stargan
stargan/real/real/1351.jpg,real
starganv2/real/1599.jpg,real
stargan/real/real/539.jpg,real
stargan/real/real/823.jpg,real
stargan/fake/fake/191.jpg,stargan
starganv2/real/1004.jpg,real
starganv2/fake/1836.jpg,starganv2
styleclip/real/154734.jpg,real
CollabDiff/real/082566.jpg,real
stargan/real/real/1322.jpg,real
stargan/real/real/373.jpg,real
starganv2/real/1792.jpg,real
CollabDiff/fake/934/000000_x_0.png,CollabDiff
starganv2/real/1490.jpg,real
stargan/real/real/40.jpg,real
starganv2/fake/599.jpg,starganv2
CollabDiff/fake/981/000000_x_0.png,CollabDiff
whichfaceisreal/real/00346.jpeg,real
styleclip/fake/00834.jpg,styleclip
styleclip/fake/01439.jpg,styleclip
styleclip/fake/02323.jpg,styleclip
stargan/real/real/525.jpg,real
stargan/real/real/1341.jpg,real
whichfaceisreal/real/00999.jpeg,real
stargan/fake/fake/623.jpg,stargan
MidJourney/MidJourney/fake/13592447708_Face_of_clean_caucasian_male_face_only_shown_close-_d95c7eac-b2bf-4560-8c6f-27f295f20b51.png,MidJourney
whichfaceisreal/real/00947.jpeg,real
stargan/fake/fake/747.jpg,stargan
whichfaceisreal/fake/38.png,whichfaceisreal
CollabDiff/fake/87/000000_x_0.png,CollabDiff
styleclip/fake/00504.jpg,styleclip
whichfaceisreal/real/00004.jpeg,real
starganv2/real/917.jpg,real
CollabDiff/real/113908.jpg,real
styleclip/fake/00643.jpg,styleclip
styleclip/fake/01813.jpg,styleclip
stargan/fake/fake/956.jpg,stargan
CollabDiff/fake/915/000000_x_0.png,CollabDiff
MidJourney/MidJourney/fake/13592447708_south_asian_female_face_face_only_face_close-up_fac_74942577-0bb7-4fd9-be4f-ee8d1f79aa6e_04.gif,MidJourney
stargan/real/real/1620.jpg,real
starganv2/real/715.jpg,real
starganv2/fake/637.jpg,starganv2
stargan/real/real/252.jpg,real
whichfaceisreal/fake/767.png,whichfaceisreal
stargan/real/real/1725.jpg,real
styleclip/fake/00157.jpg,styleclip
starganv2/real/1680.jpg,real
whichfaceisreal/real/00983.jpeg,real
MidJourney/MidJourney/real/04903.jpg,MidJourney
starganv2/real/1292.jpg,real
stargan/real/real/199.jpg,real
whichfaceisreal/real/00191.jpeg,real
starganv2/fake/125.jpg,starganv2
MidJourney/MidJourney/real/27812.jpg,MidJourney
starganv2/real/49.jpg,real
stargan/real/real/1107.jpg,real
styleclip/fake/01063.jpg,styleclip
MidJourney/MidJourney/real/20574.jpg,MidJourney
starganv2/fake/1224.jpg,starganv2
MidJourney/MidJourney/real/14453.jpg,MidJourney
CollabDiff/real/182924.jpg,real
starganv2/fake/1303.jpg,starganv2
stargan/real/real/847.jpg,real
stargan/fake/fake/1620.jpg,stargan
CollabDiff/real/176530.jpg,real
whichfaceisreal/fake/824.png,whichfaceisreal
