dataset,img_path
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00049713.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00003727.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00039888.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00038802.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00040023.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00003412.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00008258.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00030843.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00040267.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00031653.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00034294.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00023620.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00029428.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00005131.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00010098.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00006816.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00034901.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00015329.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00022641.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00037974.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00005304.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00047091.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00032688.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00033728.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00001258.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00010546.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00003167.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00039380.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00017878.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00039289.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00049075.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00039575.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00036285.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00016030.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00048298.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00022511.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00046993.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00038701.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00045924.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00019938.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00031990.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00032821.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00028568.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00013270.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00041502.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00009988.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00011378.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00039630.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00041396.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00024482.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00001181.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00012001.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00006435.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00026839.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00008234.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00011533.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00005852.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00044396.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00015394.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00031798.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00008928.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00033372.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00023856.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00009593.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00016781.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00014982.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00036986.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00002064.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00037368.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00039531.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00034729.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00019654.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00022001.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00035080.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00044635.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00016808.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00024547.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00027878.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00025138.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00033631.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00030630.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00049997.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00015767.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00033150.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00037340.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00016018.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00022151.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00034767.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00024900.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00043248.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00034950.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00045249.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00018701.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00039728.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00017796.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00043024.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00022809.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00030565.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00007466.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00017310.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00011558.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00043883.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00014556.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00021226.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00048633.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00011492.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00031213.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00001916.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00049469.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00026289.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00025908.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00006084.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00043713.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00027663.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00011522.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00011472.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00020507.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00003575.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00004648.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00026333.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00010220.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00004044.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00032957.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00016369.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00004878.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00009274.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00032332.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00009762.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00036697.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00043964.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00039827.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00036174.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00046806.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00024564.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00049387.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00016141.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00007043.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00031382.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00013226.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00018006.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00034933.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00037477.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00027376.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00046387.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00018127.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00042490.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00011551.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00017407.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00014197.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00000734.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00004923.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00015161.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00035145.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00039505.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00014015.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00007553.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00017698.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00031492.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00008882.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00021377.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00029534.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00032234.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00038445.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00010921.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00020014.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00010716.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00020858.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00034461.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00011620.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00010848.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00002452.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00022090.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00041101.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00027332.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00023859.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00029945.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00024227.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00040321.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00016924.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00007261.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00002038.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00007100.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00011003.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00039857.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00049280.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00039594.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00020199.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00005557.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00020096.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00030720.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00009321.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00021452.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00022296.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00024375.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00030519.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00029628.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00031662.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00030748.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00049484.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00038737.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00041270.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00029975.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00012953.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00034569.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00040860.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00041207.JPEG
real,adm/imagenet_ai_0508_adm/val/nature/ILSVRC2012_val_00019250.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00035986.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00026770.JPEG
real,vqdm/imagenet_ai_0419_vqdm/val/nature/ILSVRC2012_val_00000582.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00043034.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00022350.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00045094.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00037779.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00013643.JPEG
real,stable_diffusion_v_1_4/imagenet_ai_0419_sdv4/val/nature/ILSVRC2012_val_00032016.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00004445.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00041434.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00018025.JPEG
real,stable_diffusion_v_1_5/imagenet_ai_0424_sdv5/val/nature/ILSVRC2012_val_00035414.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00023187.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00015913.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00041670.JPEG
real,biggan/imagenet_ai_0419_biggan/val/nature/ILSVRC2012_val_00000133.JPEG
real,glide_copy/imagenet_glide/val/nature/ILSVRC2012_val_00042217.JPEG
real,wukong/imagenet_ai_0424_wukong/val/nature/ILSVRC2012_val_00025314.JPEG
real,Midjourney/imagenet_midjourney/val/nature/ILSVRC2012_val_00035906.JPEG
